iter	MultiClass
459	0.7242900401
460	0.7240723001
461	0.7237711359
462	0.723560424
463	0.7233651339
464	0.7230994447
465	0.7228698601
466	0.7226165644
467	0.7222870718
468	0.7220546666
469	0.721827982
470	0.7215600119
471	0.721297885
472	0.7209134063
473	0.7207631729
474	0.7205266173
475	0.7203319552
476	0.7200824341
477	0.7198305572
478	0.7196021899
479	0.7193756183
480	0.7191362861
481	0.718924817
482	0.7186903093
483	0.7185080863
484	0.7182914924
485	0.718077264
486	0.7177598444
487	0.7174332227
488	0.7171730311
489	0.7169215215
490	0.7167234334
491	0.7164959498
492	0.7162245034
493	0.7159782127
494	0.7158210139
495	0.7155923551
496	0.7154074392
497	0.7151224112
498	0.7148532873
499	0.7147181635
500	0.7145096253
501	0.7141803037
502	0.7140486745
503	0.7138914023
504	0.7136431883
505	0.7134276341
506	0.7132651204
507	0.7130998718
508	0.7128320278
509	0.7126188374
510	0.7122865622
511	0.7121170934
512	0.7119748582
513	0.7118096841
514	0.7116046028
515	0.7114125794
516	0.7111940499
517	0.7109749764
518	0.7107471354
519	0.7105288791
520	0.7102803262
521	0.710095691
522	0.7099382054
523	0.7097892816
524	0.7095758135
525	0.7093680369
526	0.7092166076
527	0.7091039074
528	0.708812914
529	0.7086119129
530	0.7083569682
531	0.7081811592
532	0.7079912652
533	0.7077695853
534	0.7075262792
535	0.7074168718
536	0.7072442048
537	0.707012269
538	0.7068747989
539	0.7066462498
540	0.7063964631
541	0.7062709976
542	0.7061370332
543	0.7059451887
544	0.7057121141
545	0.7055166577
546	0.7053274447
547	0.7052232865
548	0.7051212113
549	0.7049797794
550	0.7047994944
551	0.704588962
552	0.7043556772
553	0.7042571572
554	0.7041171021
555	0.7039855168
556	0.703868365
557	0.7036366853
558	0.7035124876
559	0.7033206677
560	0.703067423
561	0.7029326734
562	0.7027924602
563	0.7026073723
564	0.7024808878
565	0.7023566809
566	0.7021891806
567	0.7020544389
568	0.7018817165
569	0.7017919294
570	0.7016411927
571	0.7015113176
572	0.7013505874
573	0.7012362194
574	0.7010385578
575	0.7009154104
576	0.7007483843
577	0.7005520788
578	0.7003889333
579	0.7001664133
580	0.7000298819
581	0.6998636796
582	0.6996983382
583	0.6995062565
584	0.6993518558
585	0.6991710655
586	0.6990402298
587	0.698928951
588	0.6987559668
589	0.6986432715
590	0.6984757553
591	0.6983222367
592	0.6981923755
593	0.6980358794
594	0.6978537111
595	0.697569563
596	0.6974293228
597	0.6973149166
598	0.6971475149
599	0.6969978651
600	0.6968256237
601	0.6967029465
602	0.6965473577
603	0.6963732823
604	0.696266076
605	0.6961504909
606	0.6960405292
607	0.6958798615
608	0.6957036041
609	0.6955435774
610	0.6954252318
611	0.6952930316
612	0.6951503956
613	0.6949932644
614	0.6948361502
615	0.6947134876
616	0.6945757693
617	0.6943815056
618	0.6942831874
619	0.6941074905
620	0.6940053944
621	0.6938420582
622	0.6937021306
623	0.6935662852
624	0.6934131101
625	0.6933148542
626	0.6931764788
627	0.6930573488
628	0.6929304286
629	0.6928097959
630	0.6926655314
631	0.6924996475
632	0.6923827169
633	0.692204242
634	0.6921322339
635	0.6919922598
636	0.6919041755
637	0.6917728811
638	0.6916573166
639	0.6915354691
640	0.6913801711
641	0.6912468655
642	0.6911284946
643	0.6910594102
644	0.6909630631
645	0.6908305221
646	0.690666237
647	0.6905112032
648	0.6904012642
649	0.6902865613
650	0.6902200001
651	0.690041653
652	0.6899487159
653	0.689838159
654	0.6896714015
655	0.6895600719
656	0.689480303
657	0.6893026007
658	0.6891772885
659	0.6890735721
660	0.6889153311
661	0.6888210444
662	0.6887208143
663	0.6886222256
664	0.6885035627
665	0.6883311972
666	0.6881867081
667	0.6880482456
668	0.6879312045
669	0.6878450102
670	0.687729703
671	0.6876074426
672	0.687501099
673	0.6874394008
674	0.6873265573
675	0.687245484
676	0.687127177
677	0.6870675223
678	0.6869394527
679	0.686846568
680	0.6867190055
681	0.6866175891
682	0.6865593681
683	0.6864753884
684	0.6863977679
685	0.6862429217
686	0.6861597754
687	0.6860659373
688	0.6859156794
689	0.6858238085
690	0.6857340561
691	0.6856190886
692	0.6855126324
693	0.6853928344
694	0.685258678
695	0.68520415
696	0.6850594281
697	0.6849201284
698	0.6848206936
699	0.6846928984
700	0.6845597958
701	0.684450649
702	0.6843089288
703	0.6842350664
704	0.6840613299
705	0.6839263906
706	0.6838541954
707	0.6837164896
708	0.6836407923
709	0.6834850894
710	0.6834125482
711	0.6833083168
712	0.6832051241
713	0.6831303456
714	0.6830037954
715	0.6828748068
716	0.6827736478
717	0.6826683924
718	0.682581391
719	0.682478982
720	0.6824127975
721	0.6823008918
722	0.682184274
723	0.6820988178
724	0.6819859493
725	0.6819125511
726	0.6818407101
727	0.6817684461
728	0.6817193645
729	0.6815920263
730	0.6814846417
731	0.6814182931
732	0.6813527556
733	0.6812503785
734	0.6811504108
735	0.6810383983
736	0.6809117016
737	0.6808448107
738	0.6807402361
739	0.6806377878
740	0.680575065
741	0.6805126613
742	0.6804151456
743	0.680305947
744	0.6801590209
745	0.6800975875
746	0.6800044535
747	0.679942369
748	0.6798766745
749	0.6797759441
750	0.6796896624
751	0.6796078364
752	0.6795099518
753	0.6793922104
754	0.6793472119
755	0.6792656002
756	0.6791564486
757	0.6790397113
758	0.6789198705
759	0.6788421105
760	0.6787288875
761	0.6786369913
762	0.6785454672
763	0.6784363414
764	0.6783342307
765	0.6782573612
766	0.6781894731
767	0.6780669301
768	0.6779772517
769	0.6779118455
770	0.6778248273
771	0.6777427899
772	0.677658713
773	0.6775575646
774	0.6774586216
775	0.677400172
776	0.6773358377
777	0.6772345924
778	0.6771361426
779	0.6770807729
780	0.6769580061
781	0.6769037177
782	0.6767889848
783	0.6767018866
784	0.6766054732
785	0.6765255707
786	0.6764444727
787	0.6763662135
788	0.6763019066
789	0.6762339203
790	0.6761934278
791	0.6761060728
792	0.6760312496
793	0.675976565
794	0.6759004774
795	0.6757872036
796	0.6756954095
797	0.6756399418
798	0.6755807884
799	0.67554205
800	0.6754855713
801	0.6754314616
802	0.6753711525
803	0.6752896682
804	0.6751801691
805	0.6751428935
806	0.6750922818
807	0.6750398979
808	0.6749350069
809	0.6748542471
810	0.6747800327
811	0.6746851086
812	0.6745960592
813	0.6745449348
814	0.6744740279
815	0.6743880698
816	0.6743016413
817	0.6741930634
818	0.6741005672
819	0.6740106978
820	0.6739343305
821	0.6738848199
822	0.6737802964
823	0.6736672835
824	0.6735455727
825	0.6735096262
826	0.6734086886
827	0.6733469984
828	0.6732661827
829	0.6732174512
830	0.6731590398
831	0.673110874
832	0.673032342
833	0.6729975659
834	0.6729633701
835	0.6728853219
836	0.6728133298
837	0.6727464182
838	0.6726567625
839	0.6726097991
840	0.6725300432
841	0.6724527277
842	0.6723784454
843	0.6723106994
844	0.6722199295
845	0.6721443785
846	0.6720744334
847	0.6720268617
848	0.671979309
849	0.6718803804
850	0.6718147078
851	0.6717485602
852	0.6716805202
853	0.6716170121
854	0.6715731536
855	0.671529285
856	0.6714404573
857	0.6713963205
858	0.6713289974
859	0.6712969367
860	0.6712654016
861	0.6711903327
862	0.6711194584
863	0.6710743007
864	0.6710435419
865	0.6710132481
866	0.6709310057
867	0.6708567805
868	0.6707834091
869	0.6707259998
870	0.6706408073
871	0.6705617557
872	0.6705012537
873	0.6704475051
874	0.6703613484
875	0.6703036675
876	0.6702511908
877	0.6702215425
878	0.6701519761
879	0.6700771633
880	0.6700256397
881	0.6699966297
882	0.669926739
883	0.6698500989
884	0.6697930363
885	0.669746192
886	0.6696999077
887	0.6696378298
888	0.6695694501
889	0.6695058464
890	0.6694156041
891	0.6693288225
892	0.6692537752
893	0.6692061009
894	0.6691781335
895	0.6691239344
896	0.6690468117
897	0.6689955907
898	0.6689454051
899	0.6688624649
900	0.6688122984
901	0.6687729445
902	0.6687179635
903	0.6686736142
904	0.6685669355
905	0.6685031365
906	0.6684641983
907	0.6683960505
908	0.6683180974
909	0.668256728
910	0.6681694508
911	0.6681207734
912	0.6680689226
913	0.6680182147
914	0.6679410841
915	0.6678779918
916	0.667817759
917	0.6677703021
918	0.6677049467
919	0.6676391437
920	0.667583457
921	0.667501134
922	0.6674585943
923	0.667382113
924	0.6673361934
925	0.6672656567
926	0.6671890598
927	0.667119493
928	0.667092903
929	0.6670310065
930	0.6669712085
931	0.6669098785
932	0.6668547218
933	0.6668160976
934	0.6667904493
935	0.6667211622
936	0.6666587804
937	0.6666011733
938	0.6665760051
939	0.6665261908
940	0.6664859704
941	0.6664330716
942	0.6663579598
943	0.6662791601
944	0.6662432578
945	0.6661874989
946	0.6661358552
947	0.6661014757
948	0.6660461828
949	0.6660002285
950	0.6659359108
951	0.6658749685
952	0.6658178626
953	0.6657258978
954	0.6656541535
955	0.6655784275
956	0.6655331107
957	0.6654927566
958	0.6654517717
959	0.6653973454
960	0.6653119549
961	0.6652877474
962	0.6652197289
963	0.6651729526
964	0.6651169038
965	0.6650611762
966	0.66501811
967	0.6649606707
968	0.6649260588
969	0.6648745292
970	0.6648048069
971	0.6647663966
972	0.6647329189
973	0.6646645035
974	0.6646279399
975	0.6645778502
976	0.6645356989
977	0.6644407941
978	0.664388125
979	0.6643376862
980	0.6642845692
981	0.664210496
982	0.6641699775
983	0.6641375299
984	0.6641055182
985	0.6640661006
986	0.6639919196
987	0.663947797
988	0.6638744565
989	0.6638337531
990	0.6637593801
991	0.66373693
992	0.6636752214
993	0.6636413252
994	0.6636099967
995	0.6635618503
996	0.6635269753
997	0.6634897738
998	0.6634575165
999	0.66340949
